Timestamp,Input,Output,Coordinates,Exchanges_Available,Category,Tags,Texture,Name
2025-12-26T14:56:08.873098,3 Iron Ingot,1 Player Head,"3333,62,5079",T,Plants,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOWRjNGMxMmJmMjYxOWNiZmM4ZjIyZGM2MmMwMjJjZTE1MTI2Y2VhM2UyMTJjMjhkOWY5NmVhMzEwYWM0YzQyIn19fQ==,Potted Camellia Plant
2025-12-26T14:56:10.646280,3 Iron Ingot,1 Player Head,"3333,62,5078",T,Plants,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMzk0NmRhNTViYWMyMTMxYzVjNGE4YTc3MTYyYWIyMWQzODViNTVhNWFiM2JmM2I2YjQ1MjFlOTIxYjc2OWUifX19,Flower Basket
2025-12-26T14:56:12.226485,3 Iron Ingot,1 Player Head,"3333,62,5077",T,Plants,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNGM4ZWM3N2JhNDllOGNiMjExYzMyMWY0ZmI2OTQ1OGMxNTgzYTEzMzY4YjdjZjZlZTNmY2ExOTM0YzRhZjA0OSJ9fX0=,Potted Bush
2025-12-26T14:56:13.680205,3 Iron Ingot,1 Player Head,"3333,65,5077",T,Plants,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDIzMTkwOGEzMjM1YTYxZWYzMzI4MjE3ZTRkOWM4OTRjMzQ1M2Q2ZjAwZDZmM2ZhOGZmMzlmMjQ5ZjQ0NzAwYSJ9fX0=,Flowered Stone
2025-12-26T14:56:15.081341,3 Iron Ingot,1 Player Head,"3333,65,5078",T,Plants,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZmE1ODdmOTYyNzAxNWNkOWE5OGQ3MGFhNTM0MzQ1MDI0N2Y0MzI5YzZiNTM0NTJhMjljNWMzYTNkNDU5OTBhZCJ9fX0=,Flowering Bush
2025-12-26T14:56:16.526523,3 Iron Ingot,1 Player Head,"3333,65,5079",T,Plants,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDNjODY0MjNmYTI3OTU0ZjQ5ZDUzNGEzYWZkMTk4ZGZmN2U0MDViMDUxNTA0ZTkxOGIxY2M2ZWM1NDA0OGQ5NiJ9fX0=,Flower Crown
2025-12-26T14:57:08.391124,3 Iron Ingot,1 Player Head,"3335,62,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZjgwOTRmOGFmNzM0NTg0OWI5M2Q5NmE0NTQyODM0MmFmY2E4OWMwNWM5MDk5OGM5ZTc5YjEzOWRkODNjOTVhMCJ9fX0=,Fish Bowl
2025-12-26T14:57:11.234560,3 Iron Ingot,1 Player Head,"3335,65,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMzJjYmJjNDBmYmE2MDg0ODczNWFkNjQ4ZjNhYmM0OWRiNmI0YWI3MTBhYWRmZjlkY2I1MjdmMTYxZjA4MGIxYiJ9fX0=,Test Tubes
2025-12-26T14:57:12.583460,3 Iron Ingot,1 Player Head,"3336,65,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZTgyNTQxOWU0MjlhZmMwNDBjOWU2OGIxMDUyM2I5MTdkN2I4MDg3ZDYzZTc2NDhiMTA4MDdkYThiNzY4ZWUifX19,Newspaper
2025-12-26T14:57:14.075114,3 Iron Ingot,1 Player Head,"3336,62,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNzRiODlhZDA2ZDMxOGYwYWUxZWVhZjY2MGZlYTc4YzM0ZWI1NWQwNWYwMWUxY2Y5OTlmMzMxZmIzMmQzODk0MiJ9fX0=,Box of Documents
2025-12-26T14:57:24.120750,3 Iron Ingot,1 Player Head,"3337,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNzMzYjFhZDUxNzA5NjU2NGMwYThhZmQyOGMxZWQ2OWJiNTUzNzc1NWNhNzdmMGI0NWMxZTVkYjc4NjY1Mzg0ZiJ9fX0=,Cardboard Box
2025-12-26T14:57:26.127983,3 Iron Ingot,1 Player Head,"3337,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDAzZTE5NjM0YjAwNzUxZTdiOWM4MDM1ZmQ5ZWQ0OThlMDcwY2FkMzI5OWNkNmJhZTlkOTk0ZGIzYmRjOTFhIn19fQ==,Trash Can
2025-12-26T14:57:27.599589,3 Iron Ingot,1 Player Head,"3338,65,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYzk0ZTI1NGYyMjdlYzk0YWRkZjM5NGVmNWMxNWNkNTBmYjJlYjUyZmUyMWYwOTA5ODI5NjZjY2QwODcxMCJ9fX0=,Rubiks Cube
2025-12-26T14:57:29.266169,3 Iron Ingot,1 Player Head,"3338,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNmNjZDc1M2RiMTlmYmZjZDNhNTRmNmZkZDBhYTQ1ZDFhM2JmMjVjNjM3ZDY2N2M0M2U2NDZiMWEzOTBmYTYyZCJ9fX0=,Dice
2025-12-26T14:57:31.129056,3 Iron Ingot,1 Player Head,"3339,62,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTQ4YThjNTU4OTFkZWM3Njc2NDQ0OWY1N2JhNjc3YmUzZWU4OGEwNjkyMWNhOTNiNmNjN2M5NjExYTdhZiJ9fX0=,Radio
2025-12-26T14:57:33.050948,3 Iron Ingot,1 Player Head,"3339,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNjZmODgxMDcwNDFmZjFhZDg0YjBhNGFlOTcyOThiZDNkNmI1OWQwNDAyY2JjNjc5YmQyZjc3MzU2ZDQ1NGJjNCJ9fX0=,Camera
2025-12-26T14:57:34.557945,3 Iron Ingot,1 Player Head,"3340,65,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTVjMjkyYTI0ZjU0YTdhNDM3ODUyNjY1NTJkYmE3YTE4NGY5YzUwZTBkOTRiMzM3ZDhkM2U3NmU5ZTljY2U3In19fQ==,Computer Monitor
2025-12-26T14:57:36.261540,3 Iron Ingot,1 Player Head,"3340,62,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNWRmNGE2ODE3MDJiZjRiMDJkZTIwMTExOTRhMDI1OGVhY2E3MDgzMmYyYzRlYmY5NjVlMDIyNDMyNDYwNGM4ZCJ9fX0=,TV Monitor
2025-12-26T14:57:37.836195,3 Iron Ingot,1 Player Head,"3341,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDcwNmIwNWQyZWVlNjU0NDAxNWM4YTY0M2NhNWQzNTcyZjNkOTAwM2M5ZDA4NDJhYjUxNzMyNTgyYmQ4ZDhlOSJ9fX0=,Compass
2025-12-26T14:57:39.390727,3 Iron Ingot,1 Player Head,"3341,65,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjFkZDRmZTRhNDI5YWJkNjY1ZGZkYjNlMjEzMjFkNmVmYTZhNmI1ZTdiOTU2ZGI5YzVkNTljOWVmYWIyNSJ9fX0=,Globe
2025-12-26T14:57:40.793616,3 Iron Ingot,1 Player Head,"3342,65,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMjFjNjNkOWI5ZmQ4NzQyZWFlYjA0YzY5MjE3MmNiOWRhNDM3ODE2OThhNTc1Y2RhYmUxYzA0ZGYxMmMzZiJ9fX0=,Pile of Books
2025-12-26T14:57:42.154730,3 Iron Ingot,1 Player Head,"3342,62,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjQyZmY2ODhhOWMyMWU0NjRjNGE5MDhiM2MxNGZjODI2ODk2OTRhMTU2OWZkYWZiNjE1ZmEzNGEzYjczMDlmNSJ9fX0=,Old Books
2025-12-26T14:57:43.430601,3 Iron Ingot,1 Player Head,"3343,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYzgwN2VkNjY5NTBjZGEzMWQwOTZhNGNjM2ZmZjFmOTYxM2ExZGQyMzQwNWViOTM3NzZhNzQxOTdlOTRiZDk2NSJ9fX0=,Clean Clothes
2025-12-26T14:57:44.857341,3 Iron Ingot,1 Player Head,"3343,65,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZWVlOGQ2ZjVjYjdhMzVhNGRkYmRhNDZmMDQ3ODkxNWRkOWViYmNlZjkyNGViOGNhMjg4ZTkxZDE5YzhjYiJ9fX0=,Fancy Books
2025-12-26T14:57:46.341146,3 Iron Ingot,1 Player Head,"3344,65,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMmRlNGUyNzgzZjg1YTM5MTIyMWRkOTE2NTZiYTY4OGU3ZTQyZDE2ZjZhYmJmYmNmYWQ5Y2E1MzYxN2ZjYTYifX19,Clock
2025-12-26T14:57:48.005822,3 Iron Ingot,1 Player Head,"3344,62,5075",T,Indoor,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjhlYmI3NGY2NjUzZGZmMTI1NDgxNTkzZjc5ZjU3MzJmMjU2NzI5Y2MxNjQyNmE3MzAwNGNmMzc2OTdhMGRmZCJ9fX0=,Fancy Clock
2025-12-26T14:57:50.489212,3 Iron Ingot,1 Player Head,"3345,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDJmNTdjOWVlZDlmOTBiN2MzM2IwYTQ0NzU2ODE1MGNiN2I1ZWM2MmFmZGRmMjgwYjRmOTgxZmZkNDgwYTc2NiJ9fX0=,Green Potion
2025-12-26T14:57:53.413034,3 Iron Ingot,1 Player Head,"3346,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZmUzOTllMmMyM2JhMGU4Y2M5MjA5MjQxYmNhNWFhY2JiZThlNDMyYmFjMjIzYzZlODkyZjRhOThmMDYxM2IxOCJ9fX0=,Sugar Potion
2025-12-26T14:57:54.892316,3 Iron Ingot,1 Player Head,"3347,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvN2IzMjYxN2FlMDMxMTYzYmFmNTQ5YjZlMTEzZjZjNDAxNDcwZmFhYzRiZGJlOWJlYjc1YzE5ZDlhYWQ4M2Y4ZSJ9fX0=,Gold Jar
2025-12-26T14:57:56.185601,3 Iron Ingot,1 Player Head,"3348,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMmE1ZWNjNTc1ZWI5MWRlZWVkMmJjOGY4NGM1ZjMyZmJhNDM5N2IyNWQwOWE2ZWYwNTAxZjQwYzRmZmExOTg1NSJ9fX0=,Silver Jar
2025-12-26T14:57:57.915306,3 Iron Ingot,1 Player Head,"3349,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZGRiYjBiYTAyOWI5YjEzZTg1YWE3ZGM1YWNlZDQxZDhmYWI1ZjZkMDk1OWNhN2M5M2QwMGY4OTYyZWY4MDllMCJ9fX0=,Bronze Jar
2025-12-26T14:57:59.321996,3 Iron Ingot,1 Player Head,"3350,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNWE1YWIwNWVhMjU0YzMyZTNjNDhmM2ZkY2Y5ZmQ5ZDc3ZDNjYmEwNGU2YjVlYzJlNjhiM2NiZGNmYWMzZmQifX19,Beach Ball
2025-12-26T14:58:00.686648,3 Iron Ingot,1 Player Head,"3351,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYWE0YjdlODc4MjFkYjRlNmU0MmU3OGQ3ZjI2MGI2Mzc5OTNkNmJlOGRlOTRmNDNlNDMxNzViYWZmOTFmNSJ9fX0=,Sandcastle
2025-12-26T14:58:02.059458,3 Iron Ingot,1 Player Head,"3352,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDQzZDRiN2FjMjRhMWQ2NTBkZGY3M2JkMTQwZjQ5ZmMxMmQyNzM2ZmMxNGE4ZGMyNWMwZjNmMjlkODVmOGYifX19,Pokeball
2025-12-26T14:58:03.433138,3 Iron Ingot,1 Player Head,"3353,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYTQyZmFmYzhmYmRjZmVlZjhjYzkzNTExZjRlYjIxZTg0MjlhY2I5MmVmZjE1ZGRlYmZhYmMzMDBiNTBhN2JmNSJ9fX0=,Japanese Lantern
2025-12-26T14:58:04.766108,3 Iron Ingot,1 Player Head,"3354,65,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNjRkZDQ1YzU0ZmZlZTExMTUxYzFlMzk3Y2YzZmQxMjJhOThhMWExYzllZDI5ZDlkYTljYTEzYjMxMjFmOSJ9fX0=,Geisha Doll
2025-12-26T14:58:06.478345,3 Iron Ingot,1 Player Head,"3355,65,5075",T,Emoji,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZjRlYTJkNmY5MzlmZWZlZmY1ZDEyMmU2M2RkMjZmYThhNDI3ZGY5MGIyOTI4YmMxZmE4OWE4MjUyYTdlIn19fQ==,Wink Emoji
2025-12-26T14:58:30.651374,3 Iron Ingot,1 Player Head,"3355,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNzRjNjAxNjk0OGY0MmRhZmJhY2YwMTlkZmQ3ZjQ5MWU2OTM3NDJjNjU5YzU4ZjY2YWY4NzBlYjM1YmIwNWFjMyJ9fX0=,Scarecrow
2025-12-26T14:58:34.641607,3 Iron Ingot,1 Player Head,"3354,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDVjYTVlODVjNGFlYTYwOGJkMzQ0M2NhYmRmMWMyYmRkZTNiNDMxYWQzYWEzOGZmZmUwNGEzMmViN2U1MjUifX19,Ming Vase
2025-12-26T14:58:36.281490,3 Iron Ingot,1 Player Head,"3353,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvODM0NTI5NjRmMWNiYjg5MTQ2Njg0YWE1NTYzOTBhOThjZjM0MmNhOTdjZWZhNmE5Mjk0YTVkMzZlZGQ5MzBmOSJ9fX0=,Japanese Lamp
2025-12-26T14:58:37.781896,3 Iron Ingot,1 Player Head,"3352,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZjdjN2RmNTJiNWU1MGJhZGI2MWZlZDcyMTJkOTc5ZTYzZmU5NGYxYmRlMDJiMjk2OGM2YjE1NmE3NzAxMjZjIn19fQ==,Medkit
2025-12-26T14:58:39.225525,3 Iron Ingot,1 Player Head,"3351,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOTdmODJhY2ViOThmZTA2OWU4YzE2NmNlZDAwMjQyYTc2NjYwYmJlMDcwOTFjOTJjZGRlNTRjNmVkMTBkY2ZmOSJ9fX0=,Birdhouse
2025-12-26T14:58:40.664179,3 Iron Ingot,1 Player Head,"3350,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMWEyZjQ2YjIwOWMyOWVjNjc3ZDcyODI0ZjgyZDEwMWM4Yzc1ZjgwZWNlZGViMTBjMjI2YTc4MmQ1NTkxNDNmMiJ9fX0=,Pipe Exhaust
2025-12-26T14:58:42.088457,3 Iron Ingot,1 Player Head,"3349,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNWU2NmViNTM1MDZlYjI5OTljMzliODE2MmE5MjBhMzEzMjk2YjIzNDUzNjVjOWMyMjMyYjg1ZmNlY2I5NTE3MCJ9fX0=,Jar of Dragon's Breath
2025-12-26T14:58:43.439100,3 Iron Ingot,1 Player Head,"3348,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTA4OTFlNzY2NmE0MWQxM2FlMTM5YTE5Njk2OGFjY2U4YTA1NGQ4NGRkODMwNGNlYWRkMjhhODc4OTg4M2IyNiJ9fX0=,Soul Jar
2025-12-26T14:58:45.004191,3 Iron Ingot,1 Player Head,"3347,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMzU2NDU2ZDExMWIwODMxZDMwM2QxYTFiZWIyN2JjZmJlODE5N2YxNzZiMWIxYmVhNjgwOGQyNWZhZDY0YmQ1MCJ9fX0=,Jar of Spider Eyes
2025-12-26T14:58:46.555066,3 Iron Ingot,1 Player Head,"3346,62,5075",T,Decoration,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOTVmZDY3ZDU2ZmZjNTNmYjM2MGExNzg3OWQ5YjUzMzhkNzMzMmQ4ZjEyOTQ5MWE1ZTE3ZThkNmU4YWVhNmMzYSJ9fX0=,Bag of Gold Coins
2025-12-26T14:58:57.750140,1 Diamond,1 Player Head,"3358,65,5075",F,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNmQ2ODM0M2JkMGIxMjlkZTkzY2M4ZDNiYmEzYjk3YTJmYWE3YWRlMzhkOGE2ZTJiODY0Y2Q4NjhjZmFiIn19fQ==,0 
2025-12-26T14:59:00.059816,1 Diamond,1 Player Head,"3359,65,5075",T,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDJhNmYwZTg0ZGFlZmM4YjIxYWE5OTQxNWIxNmVkNWZkYWE2ZDhkYzBjM2NkNTkxZjQ5Y2E4MzJiNTc1In19fQ==,1
2025-12-26T14:59:01.932815,1 Diamond,1 Player Head,"3360,65,5075",F,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOTZmYWI5OTFkMDgzOTkzY2I4M2U0YmNmNDRhMGI2Y2VmYWM2NDdkNDE4OWVlOWNiODIzZTljYzE1NzFlMzgifX19,2 
2025-12-26T14:59:04.067354,1 Diamond,1 Player Head,"3362,65,5075",F,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDE5OGQ1NjIxNjE1NjExNDI2NTk3M2MyNThmNTdmYzc5ZDI0NmJiNjVlM2M3N2JiZTgzMTJlZTM1ZGI2In19fQ==,4 
2025-12-26T14:59:05.510803,1 Diamond,1 Player Head,"3363,65,5075",F,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvN2ZiOTFiYjk3NzQ5ZDZhNmVlZDQ0NDlkMjNhZWEyODRkYzRkZTZjMzgxOGVlYTVjN2UxNDlkZGRhNmY3YzkifX19,5 
2025-12-26T14:59:07.217063,1 Diamond,1 Player Head,"3364,65,5075",F,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOWM2MTNmODBhNTU0OTE4YzdhYjJjZDRhMjc4NzUyZjE1MTQxMmE0NGE3M2Q3YTI4NmQ2MWQ0NWJlNGVhYWUxIn19fQ==,6 
2025-12-26T14:59:08.618140,1 Diamond,1 Player Head,"3365,65,5075",F,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOWUxOThmZDgzMWNiNjFmMzkyN2YyMWNmOGE3NDYzYWY1ZWEzYzdlNDNiZDNlOGVjN2QyOTQ4NjMxY2NlODc5In19fQ==,7 
2025-12-26T14:59:12.059108,1 Diamond,1 Player Head,"3367,65,5075",T,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOWY3YWEwZDk3OTgzY2Q2N2RmYjY3YjdkOWQ5YzY0MWJjOWFhMzRkOTY2MzJmMzcyZDI2ZmVlMTlmNzFmOGI3In19fQ==,9
2025-12-26T14:59:14.001539,1 Diamond,1 Player Head,"3369,65,5075",T,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOTM1ZTRlMjZlYWZjMTFiNTJjMTE2NjhlMWQ2NjM0ZTdkMWQwZDIxYzQxMWNiMDg1ZjkzOTQyNjhlYjRjZGZiYSJ9fX0=,-
2025-12-26T14:59:15.513831,1 Diamond,1 Player Head,"3370,65,5075",T,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDlmMTgxYjQxM2RhYTI2NDI0ZmRlMDYzZmYzMmNkOTcxNWM5NTI1NmIwZjI1MDM3YzJmMGVkZTFkNWU1M2I1In19fQ==,=
2025-12-26T14:59:17.318706,1 Diamond,1 Player Head,"3371,65,5075",T,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYWM0YzI2OTYzZjg1MzhjMTFlYWM2YThlNDM3ZDI3NjgyZGZmZWE0YmNjMGYwNGFmZDVjZGE2ZDFkNTY3In19fQ==,:
2025-12-26T14:59:19.204056,1 Diamond,1 Player Head,"3372,65,5075",F,Letters,,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTYyMjcwMzZiOGFmZWQ2OTM1ZDUzMTQzZDE2NDg4ZDM5Y2Y0ZmI3M2E2NzFmMmIyOTU1ZTgwZmM5ZGZlNDU4In19fQ==,Top Right Arrow 
